"branch_n_queue","entity","priority","service_type","arrival_time_secs","yesterday_count","queue_length","clients_count","priorities_count","companies_count","avg_service_time","interarrival_time","arrival_rate","service_rate","utilization_factor","hol","les","peak_hour","non_clients_count","non_priorities_count","non_companies_count","time_overflow"
"16_3","person","FALSE","C",48945,72,2,1,0,0,157.627906976744,261,0.00156862745098039,0.00634405429330186,0.247259461924305,930,15,FALSE,1,2,2,FALSE
"16_3","person","FALSE","C",49170,72,2,1,0,0,163.409090909091,225,0.0021505376344086,0.00611961057023644,0.351417399804497,486,937,FALSE,1,2,2,FALSE
"16_3","person","FALSE","C",49261,72,3,1,0,0,163.409090909091,91,0.0025974025974026,0.00611961057023644,0.42443919716647,577,937,FALSE,2,3,3,FALSE
"16_3","person","FALSE","C",49344,72,4,2,0,0,163.409090909091,83,0.00321027287319422,0.00611961057023644,0.524587771778783,660,937,FALSE,2,4,4,FALSE
"16_3","person","FALSE","C",49363,72,5,2,0,0,163.409090909091,19,0.00376222723852521,0.00611961057023644,0.614782132840824,679,937,FALSE,3,5,5,FALSE
"16_3","person","FALSE","C",49813,72,3,1,0,0,164.893617021277,450,0.0155440414507772,0.00606451612903226,2.5631132179473,552,498,FALSE,2,3,3,FALSE
"16_3","person","FALSE","C",49925,72,4,1,0,0,164.893617021277,112,0.00622083981337481,0.00606451612903226,1.02577677773733,664,498,FALSE,3,4,4,FALSE
"16_3","person","FALSE","C",49973,72,4,0,0,0,164.291666666667,48,0.00602409638554217,0.00608673598782653,0.989708835341365,629,672,FALSE,4,4,4,FALSE
"16_3","person","FALSE","C",50464,72,3,0,0,0,158.46,491,0.00491803278688525,0.00631074088097943,0.779311475409836,651,1091,TRUE,3,3,3,FALSE
"16_3","person","FALSE","C",50638,72,2,0,0,0,158.307692307692,174,0.00371057513914657,0.00631681243926142,0.587412587412587,665,643,TRUE,2,2,2,FALSE
"16_3","person","FALSE","C",50775,72,3,1,0,0,158.307692307692,137,0.00420757363253857,0.00631681243926142,0.666091271981875,802,643,TRUE,2,3,3,FALSE
"16_3","company","FALSE","C",50810,72,3,2,0,0,158.792452830189,35,0.00374064837905237,0.00629752851711027,0.593986731284995,346,831,TRUE,1,3,3,FALSE
"16_3","person","FALSE","C",51270,72,1,1,0,1,159.017857142857,460,0.0285714285714286,0.00628860190903987,4.54336734693878,460,329,TRUE,0,1,0,FALSE
"16_3","person","FALSE","C",51471,72,2,1,0,1,159.017857142857,201,0.00404040404040404,0.00628860190903987,0.642496392496392,661,329,TRUE,1,2,1,FALSE
"16_3","person","FALSE","C",51687,72,3,1,0,1,159.017857142857,216,0.00431034482758621,0.00628860190903987,0.685421798029557,877,329,TRUE,2,3,2,FALSE
"16_3","person","FALSE","C",51939,72,3,1,0,0,162.473684210526,252,0.00342075256556442,0.00615484288953677,0.555782272099862,669,897,TRUE,2,3,3,FALSE
"16_3","person","FALSE","C",52262,72,2,1,0,0,159.559322033898,323,0.00427350427350427,0.00626726152538772,0.681877444589309,575,749,FALSE,1,2,2,FALSE
"16_3","person","FALSE","C",52277,72,3,2,0,0,159.559322033898,15,0.00379266750948167,0.00626726152538772,0.605155456512889,590,749,FALSE,1,3,3,FALSE
"16_3","person","FALSE","C",52971,72,0,0,0,0,159.285714285714,694,0,0.0062780269058296,0,0,495,FALSE,0,0,0,FALSE
"16_3","person","FALSE","C",53339,72,0,0,0,0,157.796875,368,0,0.00633726111496188,0,0,54,FALSE,0,0,0,FALSE
"16_3","person","FALSE","C",53997,72,0,0,0,0,156.292307692308,658,0,0.00639826754601831,0,0,130,FALSE,0,0,0,FALSE
"16_3","person","FALSE","C",54169,72,1,0,0,0,156.292307692308,172,0.00151975683890578,0.00639826754601831,0.23752630348375,172,130,FALSE,1,1,1,FALSE
"16_4","person","TRUE","A",36065,72,0,0,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,FALSE
"16_4","person","TRUE","A",36194,72,1,1,1,0,0,129,0,0,0,129,0,TRUE,0,0,1,FALSE
"16_4","person","TRUE","A",36505,72,1,0,1,0,122,311,0.00775193798449612,0.00819672131147541,0.945736434108527,311,403,TRUE,1,0,1,FALSE
"16_4","person","TRUE","A",36792,72,0,0,0,0,81.3333333333333,287,0,0.0122950819672131,0,0,132,TRUE,0,0,0,FALSE
"16_4","person","TRUE","A",37933,72,0,0,0,0,87.5,1141,0,0.0114285714285714,0,0,436,TRUE,0,0,0,FALSE
"16_4","person","TRUE","A",38825,72,0,0,0,0,101.8,892,0,0.00982318271119843,0,0,179,TRUE,0,0,0,FALSE
"16_4","person","TRUE","A",44618,72,0,0,0,0,179.666666666667,5793,0,0.00556586270871985,0,0,35,FALSE,0,0,0,FALSE
"16_4","person","TRUE","A",47040,72,0,0,0,0,188.571428571429,2422,0,0.0053030303030303,0,0,64,FALSE,0,0,0,FALSE
"16_4","person","TRUE","A",47109,72,1,0,1,0,188.571428571429,69,0.000412881915772089,0.0053030303030303,0.0778577326884511,69,64,FALSE,1,0,1,FALSE
"16_4","person","TRUE","A",47676,72,0,0,0,0,170,567,0,0.00588235294117647,0,0,168,FALSE,0,0,0,FALSE
"16_4","person","TRUE","A",47698,72,1,1,1,0,170,22,0.0017636684303351,0.00588235294117647,0.299823633156966,22,168,FALSE,0,0,1,FALSE
"16_4","person","TRUE","A",47976,72,1,1,1,0,167.3,278,0.0454545454545455,0.00597728631201434,7.60454545454546,278,274,FALSE,0,0,1,FALSE
"16_4","person","TRUE","A",48209,72,1,0,1,0,170,233,0.00359712230215827,0.00588235294117647,0.611510791366907,233,397,FALSE,1,0,1,FALSE
"16_4","person","TRUE","A",48276,72,2,0,2,0,170,67,0.00391389432485323,0.00588235294117647,0.665362035225049,300,397,FALSE,2,0,2,FALSE
"16_4","person","TRUE","A",48707,72,0,0,0,0,169.142857142857,431,0,0.00591216216216216,0,0,370,FALSE,0,0,0,FALSE
"16_4","person","TRUE","A",49986,72,0,0,0,0,168,1279,0,0.00595238095238095,0,0,91,FALSE,0,0,0,FALSE
"16_4","person","TRUE","A",51138,72,0,0,0,0,158.0625,1152,0,0.00632661130881771,0,0,254,FALSE,0,0,0,FALSE
"16_4","person","TRUE","A",51233,72,1,0,1,0,158.0625,95,0.000868055555555556,0.00632661130881771,0.13720703125,95,254,FALSE,1,0,1,FALSE
"16_4","person","TRUE","A",52083,72,0,0,0,0,152.666666666667,850,0,0.00655021834061135,0,0,358,FALSE,0,0,0,FALSE
"16_7","person","FALSE","E",40002,72,0,0,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,FALSE
"16_7","person","FALSE","E",53122,72,0,0,0,0,81,13120,0,0.0123456790123457,0,0,462,FALSE,0,0,0,FALSE
"25_5","person","TRUE","A",36305,72,0,0,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,FALSE
"25_5","person","TRUE","A",36385,72,1,0,1,0,0,80,0,0,0,80,0,TRUE,1,0,1,FALSE
"25_5","person","TRUE","A",36686,72,0,0,0,0,67.5,301,0,0.0148148148148148,0,0,290,TRUE,0,0,0,FALSE
"25_5","person","TRUE","A",36708,72,1,0,1,0,67.5,22,0.00332225913621262,0.0148148148148148,0.224252491694352,22,290,TRUE,1,0,1,FALSE
"25_5","person","TRUE","A",37503,72,0,0,0,0,143,795,0,0.00699300699300699,0,0,238,TRUE,0,0,0,FALSE
"25_5","person","TRUE","A",37752,72,1,0,1,0,143,249,0.00125786163522013,0.00699300699300699,0.179874213836478,249,238,TRUE,1,0,1,FALSE
"25_5","person","TRUE","A",39093,72,0,0,0,0,272,1341,0,0.00367647058823529,0,0,1228,FALSE,0,0,0,TRUE
"25_5","person","TRUE","A",39150,72,1,1,1,0,272,57,0.000745712155108128,0.00367647058823529,0.202833706189411,57,1228,FALSE,0,0,1,TRUE
"25_5","person","TRUE","A",40765,72,2,2,2,0,272,1615,0.00143061516452074,0.00367647058823529,0.389127324749642,1672,1228,FALSE,0,0,2,FALSE
"25_5","person","TRUE","A",41827,72,1,0,1,0,238.75,1062,0.000619195046439629,0.00418848167539267,0.147832817337461,1062,1900,FALSE,1,0,1,FALSE
"25_5","person","TRUE","A",45300,72,0,0,0,0,246,3473,0,0.0040650406504065,0,0,1646,TRUE,0,0,0,FALSE
"25_5","person","TRUE","A",46138,72,0,0,0,0,224.545454545455,838,0,0.00445344129554656,0,0,398,FALSE,0,0,0,FALSE
"25_5","person","TRUE","A",48388,72,0,0,0,0,223.75,2250,0,0.00446927374301676,0,0,46,FALSE,0,0,0,FALSE
"25_5","person","TRUE","A",49110,72,0,0,0,0,217.923076923077,722,0,0.00458877515001765,0,0,52,FALSE,0,0,0,FALSE
"25_5","person","TRUE","A",49708,72,0,0,0,0,210.285714285714,598,0,0.0047554347826087,0,0,54,FALSE,0,0,0,FALSE
"30_2","person","FALSE","C",35990,58,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,FALSE
"30_2","person","FALSE","C",36031,58,1,0,0,0,0,41,0,0,0,41,0,TRUE,1,1,1,FALSE
"30_2","person","FALSE","C",36225,58,2,1,0,0,0,194,0.0487804878048781,0,0,235,0,TRUE,1,2,2,FALSE
"30_2","person","FALSE","C",36352,58,3,2,0,0,0,127,0.0127659574468085,0,0,362,0,TRUE,1,3,3,FALSE
"30_2","person","FALSE","C",36381,58,3,2,0,0,94,29,0.00828729281767956,0.0106382978723404,0.779005524861878,350,385,TRUE,1,3,3,FALSE
"30_2","person","FALSE","C",36462,58,4,3,0,0,94,81,0.010230179028133,0.0106382978723404,0.961636828644501,431,385,TRUE,1,4,4,FALSE
"30_2","person","FALSE","C",36508,58,4,3,0,0,157.5,46,0.00928074245939675,0.00634920634920635,1.46171693735499,283,443,TRUE,1,4,4,FALSE
"30_2","person","FALSE","C",36669,58,5,3,0,0,157.5,161,0.010482180293501,0.00634920634920635,1.65094339622641,444,443,TRUE,2,5,5,FALSE
"30_2","person","FALSE","C",36860,58,5,2,0,0,123.666666666667,191,0.0112612612612613,0.00808625336927224,1.39264264264264,508,627,TRUE,3,5,5,FALSE
"30_2","person","FALSE","C",36878,58,6,3,0,0,123.666666666667,18,0.0094488188976378,0.00808625336927224,1.16850393700787,526,627,TRUE,3,6,6,FALSE
"30_2","person","FALSE","C",36930,58,6,4,0,0,129.75,52,0.0114068441064639,0.00770712909441233,1.48003802281369,549,565,TRUE,2,6,6,FALSE
"30_2","person","FALSE","C",37163,58,6,4,0,0,133.2,233,0.0109289617486339,0.00750750750750751,1.45573770491803,701,687,TRUE,2,6,6,FALSE
"30_2","person","FALSE","C",37241,58,7,5,0,0,133.2,78,0.00895140664961637,0.00750750750750751,1.1923273657289,779,687,TRUE,2,7,7,FALSE
"30_2","person","FALSE","C",37353,58,7,5,0,0,140.666666666667,112,0.00898587933247754,0.00710900473933649,1.26401369276851,845,787,TRUE,2,7,7,FALSE
"30_2","person","FALSE","C",37442,58,7,5,0,0,137.714285714286,89,0.00828402366863905,0.00726141078838174,1.14082840236686,773,921,TRUE,2,7,7,FALSE
"30_2","person","FALSE","C",37533,58,8,6,0,0,137.714285714286,91,0.00856531049250535,0.00726141078838174,1.17956561639645,864,921,TRUE,2,8,8,FALSE
"30_2","person","FALSE","C",37562,58,8,7,0,0,147.25,29,0.00925925925925926,0.0067911714770798,1.36342592592593,702,880,TRUE,1,8,8,FALSE
"30_2","person","FALSE","C",37586,58,9,8,0,0,147.25,24,0.0100783874580067,0.0067911714770798,1.48404255319149,726,880,TRUE,1,9,9,FALSE
"30_2","person","FALSE","C",37619,58,10,9,0,0,147.25,33,0.0109051254089422,0.0067911714770798,1.60577971646674,759,880,TRUE,1,10,10,FALSE
"30_2","company","FALSE","C",37734,58,11,10,0,0,147.25,115,0.0115789473684211,0.0067911714770798,1.705,874,880,TRUE,1,11,11,FALSE
"30_2","person","FALSE","C",37777,58,11,9,0,1,143.666666666667,43,0.0125858123569794,0.00696055684454756,1.80816170861937,899,908,TRUE,2,11,10,TRUE
"30_2","person","FALSE","C",37948,58,11,8,0,1,138.5,171,0.0122358175750834,0.0072202166064982,1.69466073414905,1018,1008,TRUE,3,11,10,TRUE
"30_2","person","FALSE","C",38092,58,11,7,0,1,139.909090909091,144,0.0108055009823183,0.00714749837556855,1.51178781925344,929,1053,FALSE,4,11,10,TRUE
"30_2","person","FALSE","C",38595,58,10,5,0,1,151.461538461538,503,0.0117508813160987,0.00660233621127476,1.77980656241526,1242,1174,FALSE,5,10,9,FALSE
"30_2","person","FALSE","C",38833,58,7,3,0,1,125.058823529412,238,0.00677637947725073,0.00799623706491063,0.847446045213826,1247,1220,FALSE,4,7,6,FALSE
"30_2","person","FALSE","C",38946,58,7,3,0,1,121.666666666667,113,0.00561347233360064,0.00821917808219178,0.682972467254745,1327,1323,FALSE,4,7,6,FALSE
"30_2","person","FALSE","C",39002,58,7,3,0,1,121.157894736842,56,0.0052750565184627,0.00825369244135534,0.639114742394796,1268,1356,FALSE,4,7,6,TRUE
"30_2","person","FALSE","C",39252,58,7,4,0,0,142.95,250,0.0055205047318612,0.00699545295557887,0.789156151419558,1475,1355,FALSE,3,7,7,FALSE
"30_2","person","FALSE","C",39621,58,8,4,0,0,142.95,369,0.00527009222661397,0.00699545295557887,0.753359683794466,1844,1355,FALSE,4,8,8,FALSE
"30_2","person","FALSE","C",39659,58,8,4,0,0,140.238095238095,38,0.00433839479392625,0.00713073005093379,0.608408222291086,1711,1872,FALSE,4,8,8,FALSE
"30_2","person","FALSE","C",39946,58,9,4,0,0,140.238095238095,287,0.00478214665249734,0.00713073005093379,0.670639137695461,1998,1872,FALSE,5,9,9,FALSE
"30_2","person","FALSE","C",40044,58,9,4,0,0,142.090909090909,98,0.0045045045045045,0.00703774792066539,0.64004914004914,1952,2056,FALSE,5,9,9,FALSE
"30_2","company","FALSE","C",40080,58,10,5,0,0,142.090909090909,36,0.00477099236641221,0.00703774792066539,0.677914642609299,1988,2056,FALSE,5,10,10,FALSE
"30_2","person","FALSE","C",40122,58,11,6,0,1,142.090909090909,42,0.00515947467166979,0.00703774792066539,0.733114446529081,2030,2056,FALSE,5,11,10,FALSE
"30_2","person","FALSE","C",40327,58,10,6,0,1,132.833333333333,205,0.00654878847413229,0.00752823086574655,0.869897402313905,1494,1636,FALSE,4,10,9,FALSE
"30_2","person","FALSE","C",40868,58,7,4,0,1,127.571428571429,541,0.00651162790697674,0.00783874580067189,0.830697674418605,1247,1608,FALSE,3,7,6,FALSE
"30_2","person","FALSE","C",40911,58,8,5,0,1,127.571428571429,43,0.00495049504950495,0.00783874580067189,0.631541725601132,1290,1608,FALSE,3,8,7,FALSE
"30_2","person","FALSE","C",41365,58,7,5,0,1,123.033333333333,454,0.00559105431309904,0.00812787862367922,0.687886048988285,1419,1704,FALSE,2,7,6,FALSE
"30_2","person","FALSE","C",41670,58,5,4,0,0,121.030303030303,305,0.00389105058365759,0.00826239359038558,0.470935031246315,1548,1561,FALSE,1,5,5,FALSE
"30_2","person","FALSE","C",41723,58,6,4,0,0,121.030303030303,53,0.00377358490566038,0.00826239359038558,0.456718124642653,1601,1561,FALSE,2,6,6,FALSE
"30_2","person","FALSE","C",41755,58,7,5,0,0,121.030303030303,32,0.00426049908703591,0.00826239359038558,0.515649495564286,1633,1561,FALSE,2,7,7,FALSE
"30_2","person","FALSE","C",42309,58,2,1,0,0,119.923076923077,554,0.0235294117647059,0.00833867864015395,2.82171945701357,586,630,FALSE,1,2,2,FALSE
"30_2","person","FALSE","C",42394,58,3,2,0,0,119.923076923077,85,0.00469483568075117,0.00833867864015395,0.563019140483929,671,630,FALSE,1,3,3,FALSE
"30_2","person","FALSE","C",42854,58,4,3,0,0,119.923076923077,460,0.00552486187845304,0.00833867864015395,0.662558436039099,1131,630,FALSE,1,4,4,FALSE
"30_2","person","FALSE","C",42929,58,5,4,0,0,119.923076923077,75,0.00422297297297297,0.00833867864015395,0.506431912681913,1206,630,FALSE,1,5,5,FALSE
"30_2","person","FALSE","C",43478,58,2,1,0,0,120.093023255814,549,0.00373831775700935,0.00832687838884586,0.448945881330146,624,971,FALSE,1,2,2,FALSE
"30_2","person","FALSE","C",43540,58,3,2,0,0,120.093023255814,62,0.00276752767527675,0.00832687838884586,0.33236076546812,686,971,FALSE,1,3,3,FALSE
"30_2","company","FALSE","C",43638,58,4,2,0,0,120.093023255814,98,0.00349040139616056,0.00832687838884586,0.419172856041235,784,971,FALSE,2,4,4,FALSE
"30_2","person","FALSE","C",43995,58,5,2,0,1,120.093023255814,357,0.00401929260450161,0.00832687838884586,0.482689000224333,1141,971,FALSE,3,5,4,FALSE
"30_2","person","FALSE","C",44129,58,6,3,0,1,120.093023255814,134,0.00374765771392879,0.00832687838884586,0.450067544993681,1275,971,FALSE,3,6,5,FALSE
"30_2","person","FALSE","C",44350,58,7,4,0,1,120.093023255814,221,0.00403458213256484,0.00832687838884586,0.484525165873601,1496,971,FALSE,3,7,6,FALSE
"30_2","person","FALSE","C",44597,58,7,4,0,1,120.590909090909,247,0.00467914438502674,0.00829249905767056,0.564262275157997,1668,1724,FALSE,3,7,6,FALSE
"30_2","person","FALSE","C",44755,58,7,5,0,1,118.155555555556,158,0.00419664268585132,0.00846341922136543,0.495856648014921,1277,1794,FALSE,2,7,6,TRUE
"30_2","person","FALSE","C",45157,58,5,5,0,0,115.645833333333,402,0.0044762757385855,0.00864709061430373,0.517662638018502,1162,1408,FALSE,0,5,5,FALSE
"30_2","person","FALSE","C",45246,58,5,5,0,0,116.612244897959,89,0.00430292598967298,0.00857542877143857,0.501773859285539,1117,1193,FALSE,0,5,5,TRUE
"30_2","person","FALSE","C",45263,58,6,5,0,0,116.612244897959,17,0.00479616306954436,0.00857542877143857,0.559291342436255,1134,1193,FALSE,1,6,6,TRUE
"30_2","person","FALSE","C",45800,58,4,2,0,0,121.942307692308,537,0.00600600600600601,0.00820059927456237,0.732386232386232,1045,967,FALSE,2,4,4,TRUE
"30_2","person","FALSE","C",45908,58,5,3,0,0,121.942307692308,108,0.00415627597672485,0.00820059927456237,0.506825884007929,1153,967,FALSE,2,5,5,TRUE
"30_2","person","FALSE","C",46079,58,6,3,0,0,121.942307692308,171,0.0045766590389016,0.00820059927456237,0.55808836472452,1324,967,FALSE,3,6,6,TRUE
"30_2","person","FALSE","C",46224,58,7,4,0,0,121.942307692308,145,0.00472334682860999,0.00820059927456237,0.575975812311845,1469,967,FALSE,3,7,7,TRUE
"30_2","person","FALSE","C",47130,58,6,3,0,0,130.87037037037,906,0.0056232427366448,0.00764114900240555,0.7359158596272,1884,1669,FALSE,3,6,6,FALSE
"30_2","person","FALSE","C",47407,58,7,3,0,0,130.87037037037,277,0.00354789660415611,0.00764114900240555,0.464314542621689,2161,1669,FALSE,4,7,7,FALSE
"30_2","person","FALSE","C",47437,58,8,3,0,0,130.87037037037,30,0.00355555555555556,0.00764114900240555,0.465316872427984,2191,1669,FALSE,5,8,8,FALSE
"30_2","company","FALSE","C",47558,58,9,4,0,0,130.87037037037,121,0.00394736842105263,0.00764114900240555,0.516593567251462,2312,1669,FALSE,5,9,9,FALSE
"30_2","person","FALSE","C",47970,58,7,4,0,1,125.473684210526,412,0.00398179749715586,0.00796979865771812,0.499610801748398,2062,2120,FALSE,3,7,6,FALSE
"30_2","person","FALSE","C",48011,58,8,5,0,1,125.473684210526,41,0.00368663594470046,0.00796979865771812,0.462575794324521,2103,2120,TRUE,3,8,7,TRUE
"30_2","person","FALSE","C",48290,58,9,6,0,1,125.473684210526,279,0.00407055630936228,0.00796979865771812,0.510747696922088,2382,2120,TRUE,3,9,8,TRUE
"30_2","person","FALSE","C",48458,58,10,7,0,1,125.473684210526,168,0.00401606425702811,0.00796979865771812,0.503910378355527,2550,2120,TRUE,3,10,9,TRUE
"30_2","person","FALSE","C",48599,58,11,7,0,1,125.473684210526,141,0.00413844996237773,0.00796979865771812,0.519266563700447,2691,2120,TRUE,4,11,10,TRUE
"30_2","company","FALSE","C",48686,58,12,7,0,1,125.473684210526,87,0.00428724544480171,0.00796979865771812,0.537936481074068,2778,2120,TRUE,5,12,11,TRUE
"30_2","person","FALSE","C",49261,58,6,4,0,1,118.84375,575,0.00531914893617021,0.00841440967657113,0.632147606382979,1291,1579,TRUE,2,6,5,TRUE
"30_2","person","FALSE","C",49353,58,7,5,0,1,118.84375,92,0.00411039342337052,0.00841440967657113,0.488494568408691,1383,1579,TRUE,2,7,6,TRUE
"30_2","person","FALSE","C",49542,58,8,6,0,1,118.84375,189,0.00445682451253482,0.00841440967657113,0.52966573816156,1572,1579,TRUE,2,8,7,TRUE
"30_2","person","FALSE","C",49563,58,9,6,0,1,118.84375,21,0.00453629032258064,0.00841440967657113,0.539109753024194,1593,1579,TRUE,3,9,8,TRUE
"30_2","person","FALSE","C",49774,58,9,6,0,1,123.615384615385,211,0.00564971751412429,0.00808960796515246,0.698392003476749,1763,1745,TRUE,3,9,8,TRUE
"30_2","person","FALSE","C",49786,58,10,7,0,1,123.615384615385,12,0.00554323725055432,0.00808960796515246,0.6852294047416,1775,1745,TRUE,3,10,9,TRUE
"30_2","person","FALSE","C",49972,58,11,8,0,1,123.615384615385,186,0.00605726872246696,0.00808960796515246,0.748771602846493,1961,1745,TRUE,3,11,10,TRUE
"30_2","person","FALSE","C",50006,58,12,8,0,1,123.615384615385,34,0.00599400599400599,0.00808960796515246,0.740951356335972,1995,1745,FALSE,4,12,11,TRUE
"30_2","person","FALSE","C",50029,58,13,8,0,1,123.615384615385,23,0.00638506876227898,0.00808960796515246,0.789292730844794,2018,1745,FALSE,5,13,12,TRUE
"30_2","person","FALSE","C",50284,58,14,8,0,1,123.615384615385,255,0.00679941719281204,0.00808960796515246,0.84051257144992,2273,1745,FALSE,6,14,13,TRUE
"30_3","person","TRUE","A",36484,58,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,FALSE
"30_3","person","TRUE","A",38247,58,0,0,0,0,149,1763,0,0.00671140939597315,0,0,214,FALSE,0,0,0,FALSE
"30_3","person","TRUE","A",39019,58,0,0,0,0,155,772,0,0.00645161290322581,0,0,4,FALSE,0,0,0,FALSE
"30_3","person","TRUE","A",39071,58,1,1,1,0,155,52,0.00129533678756477,0.00645161290322581,0.200777202072539,52,4,FALSE,0,0,1,FALSE
"30_3","person","TRUE","A",39841,58,1,1,1,0,154.333333333333,770,0.0192307692307692,0.00647948164146868,2.96794871794872,770,719,FALSE,0,0,1,FALSE
"30_3","person","TRUE","A",43379,58,0,0,0,0,133,3538,0,0.0075187969924812,0,0,729,TRUE,0,0,0,FALSE
"30_3","person","TRUE","A",43518,58,0,0,0,0,190.666666666667,139,0,0.00524475524475524,0,0,101,TRUE,0,0,0,FALSE
"30_3","person","TRUE","A",43727,58,1,1,1,0,190.666666666667,209,0.00719424460431655,0.00524475524475524,1.37170263788969,209,101,TRUE,0,0,1,FALSE
"30_3","person","TRUE","A",46431,58,0,0,0,0,161.625,2704,0,0.00618716163959783,0,0,669,FALSE,0,0,0,FALSE
"30_3","person","TRUE","A",47376,58,1,1,1,0,161.625,945,0.000369822485207101,0.00618716163959783,0.0597725591715976,945,669,FALSE,0,0,1,FALSE
"30_3","company","TRUE","A",47535,58,1,0,1,0,178.222222222222,159,0.00105820105820106,0.00561097256857855,0.1885949441505,159,1028,FALSE,1,0,1,FALSE
"30_3","person","TRUE","A",48624,58,1,1,1,1,185.9,1089,0.00628930817610063,0.00537923614846692,1.16918238993711,1089,871,FALSE,0,0,0,FALSE
"31_1","person","TRUE","A",36099,107,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,FALSE
"31_1","person","TRUE","A",36111,107,1,1,1,0,0,12,0,0,0,12,0,FALSE,0,0,1,FALSE
"31_1","person","TRUE","A",36671,107,0,0,0,0,76.5,560,0,0.0130718954248366,0,0,114,FALSE,0,0,0,FALSE
"31_1","person","TRUE","A",36673,107,1,1,1,0,76.5,2,0.00178571428571429,0.0130718954248366,0.136607142857143,2,114,FALSE,0,0,1,FALSE
"31_1","person","TRUE","A",36775,107,1,1,1,0,64.3333333333333,102,0.5,0.0155440414507772,32.1666666666667,102,37,FALSE,0,0,1,FALSE
"31_1","person","TRUE","A",37357,107,0,0,0,0,99,582,0,0.0101010101010101,0,0,164,FALSE,0,0,0,FALSE
"31_1","person","TRUE","A",37373,107,1,0,1,0,99,16,0.00171821305841924,0.0101010101010101,0.170103092783505,16,164,FALSE,1,0,1,FALSE
"31_1","person","TRUE","A",38193,107,0,0,0,0,96.4285714285714,820,0,0.0103703703703704,0,0,118,FALSE,0,0,0,FALSE
"31_1","person","TRUE","A",38416,107,0,0,0,0,100.5,223,0,0.00995024875621891,0,0,42,FALSE,0,0,0,FALSE
"31_1","person","TRUE","A",38575,107,0,0,0,0,90.3333333333333,159,0,0.011070110701107,0,0,38,FALSE,0,0,0,FALSE
"31_1","person","TRUE","A",38739,107,0,0,0,0,93.2,164,0,0.0107296137339056,0,0,7,FALSE,0,0,0,FALSE
"31_1","person","TRUE","A",38852,107,0,0,0,0,94.9090909090909,113,0,0.010536398467433,0,0,41,FALSE,0,0,0,FALSE
"31_1","person","TRUE","A",39790,107,0,0,0,0,87.75,938,0,0.0113960113960114,0,0,43,FALSE,0,0,0,FALSE
"31_1","person","TRUE","A",39812,107,1,0,1,0,87.75,22,0.00106609808102345,0.0113960113960114,0.0935501066098081,22,43,FALSE,1,0,1,FALSE
"31_1","person","TRUE","A",44149,107,0,0,0,0,83.8571428571429,4337,0,0.0119250425894378,0,0,134,FALSE,0,0,0,FALSE
"31_1","person","TRUE","A",52043,107,0,0,0,0,79.4,7894,0,0.0125944584382872,0,0,63,FALSE,0,0,0,FALSE
"34_17","person","FALSE","E",41315,109,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,FALSE
"35_1","person","TRUE","A",36880,52,0,0,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,FALSE
"35_2","person","FALSE","C",36144,52,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,FALSE
"35_2","person","FALSE","C",36163,52,1,1,0,0,0,19,0,0,0,19,0,FALSE,0,1,1,FALSE
"35_2","person","FALSE","C",36185,52,2,2,0,0,0,22,0.105263157894737,0,0,41,0,FALSE,0,2,2,FALSE
"35_2","person","FALSE","C",36205,52,3,3,0,0,0,20,0.0731707317073171,0,0,61,0,FALSE,0,3,3,FALSE
"35_2","person","FALSE","C",36244,52,3,2,0,0,82,39,0.0491803278688525,0.0121951219512195,4.0327868852459,81,75,FALSE,1,3,3,FALSE
"35_2","person","FALSE","C",36280,52,4,2,0,0,82,36,0.04,0.0121951219512195,3.28,117,75,FALSE,2,4,4,FALSE
"35_2","person","FALSE","C",36315,52,4,2,0,0,82.5,35,0.0341880341880342,0.0121212121212121,2.82051282051282,130,146,FALSE,2,4,4,FALSE
"35_2","person","FALSE","C",36345,52,5,3,0,0,82.5,30,0.0328947368421053,0.0121212121212121,2.71381578947368,160,146,FALSE,2,5,5,FALSE
"35_2","person","FALSE","C",37262,52,0,0,0,0,138.625,917,0,0.00721370604147881,0,0,891,FALSE,0,0,0,FALSE
"35_2","person","FALSE","C",37584,52,0,0,0,0,131.222222222222,322,0,0.00762066045723963,0,0,179,FALSE,0,0,0,FALSE
"35_2","person","FALSE","C",37883,52,0,0,0,0,124.1,299,0,0.008058017727639,0,0,58,FALSE,0,0,0,FALSE
"35_2","person","FALSE","C",37951,52,0,0,0,0,116.818181818182,68,0,0.00856031128404669,0,0,47,FALSE,0,0,0,FALSE
"35_2","company","FALSE","C",38086,52,0,0,0,0,229.666666666667,135,0,0.00435413642960813,0,0,83,FALSE,0,0,0,FALSE
"35_2","company","FALSE","C",38861,52,1,1,0,1,229.666666666667,775,0.00740740740740741,0.00435413642960813,1.70123456790123,775,83,FALSE,0,1,0,FALSE
